__v,_id,description,listImg,listVar,name,price,quantity,rate,sold,vote
0,60935657bbc03a7818a32855,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Nếu bạn đã bị mất tích thập niên 90 hoặc bỏ lỡ chúng hoàn toàn, sẵn sàng cho một làm mới. Kéo từ kho lưu trữ của adidas thiết bị cổ điển, những chiếc quần mồ hôi là một điều cần thiết là bạn giữ lại tới. Kiểu dáng cây chĩa ba trừu tượng mang đến cho những chiếc quần một cái nhìn tươi mới, trong khi terry mềm là đủ ấm cúng cho buổi chiều lười biếng.

- phù hợp thường xuyên
- Drawcord trên eo đàn hồi
- 100% cotton terry Pháp
- quần Archive lấy cảm hứng từ
- Slip-trong túi
- còng gân
- 100% Cotton","[""https://cf.shopee.vn/file/6128a9c871f06fbdb4595cbe7e1ef1e6_tn"",""https://cf.shopee.vn/file/4a769ebb13bdb320ffc5f20ec1d63012_tn"",""https://cf.shopee.vn/file/3ca97796229f029877389e33b1d36766_tn"",""https://cf.shopee.vn/file/a88e7ddbaf4fa20ab8ce4e648bc008de_tn"",""https://cf.shopee.vn/file/37692fef57673578ee021d2074adb99b_tn""]","[""Black 2XL US"",""Black XS US"",""Black S US"",""Black M US"",""Black L US"",""Black XL US""]", Quần Nỉ adidas ORIGINALS Nam Abstract Màu Đen GE0819,1800000,1,5,2,2
0,60935657bbc03a7818a32856,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Mũi chích ngừa đến dễ dàng khi bạn cảm thấy thoải mái và thư giãn. Swing với sự tự do không hạn chế trong chiếc áo polo adidas golf này. Sun hoặc mây, phong cách cổ điển là đối tác tin cậy của bạn để cạo râu đột quỵ trên mỗi lỗ.

- phù hợp thường xuyên
- Ba nút cổ áo polo
- 100% tái chế polyester vải bông sọc
- áo polo golf
- yếu tố UV 50
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/181530e5dbcef492900cfb02dfde88b5_tn"",""https://cf.shopee.vn/file/b3b9c53b24596ccd348214553f996f73_tn"",""https://cf.shopee.vn/file/18e90636b1392d4e6477382f19e5d9de_tn"",""https://cf.shopee.vn/file/60eb583be7d6541e7197fcb0f84b0532_tn"",""https://cf.shopee.vn/file/80b06b58c13074d911e39489c69b19e2_tn""]","[""Black XS US"",""Black 2XL US"",""Black A/XS US"",""Black A/2XL US"",""Black A/S US"",""Black A/M US"",""Black A/L US"",""Black A/XL US"",""Black S US"",""Black A/3XL US"",""Black A/4XL US"",""Black M US"",""Black L US"",""Black XL US""]", Áo Polo adidas GOLF Nam Novelty Colorblock Màu Đen FS4135,1395000,10,5,4,2
0,60935657bbc03a7818a32857,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Nhấn một phím đàn. Không chói tai. Không nghịch âm. Chỉ một cao độ, chỉ một âm sắc, và đúng nốt chuẩn. Đôi giày adidas Nite Jogger gõ đúng nhịp với thiết kế đơn sắc, giữ nguyên những đường nét thanh thoát mà không hề nghịch mắt. Chi tiết tỉ mỉ ẩn trên thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da tạo nên cấu trúc đối lập.

- Có dây buộc
- Thân giày bằng vải lưới với các chi tiết phủ ngoài bằng da
- Cảm giác đàn hồi
- Giày chạy bộ phản quang
- Đế ngoài bằng cao su và kẹp gót giày bằng TPU
- not found
- not found
- not found
- Ôm vừa","[""https://cf.shopee.vn/file/4cef5ba7028830667b2c13d2e8f6c08c_tn"",""https://cf.shopee.vn/file/ff40140319370871ef351ddaaa9d7a5d_tn"",""https://cf.shopee.vn/file/77f5aa48a0711978bbe57e0e9d828735_tn"",""https://cf.shopee.vn/file/04af5c405852bb99749a22cce85324d6_tn"",""https://cf.shopee.vn/file/6a414c8c59e9be4458ee3b79609ea957_tn""]","[""Black 3 UK"",""Black 5 UK"",""Black 11.5 UK"",""Black 12.5 UK"",""Black 3.5 UK"",""Black 5.5 UK"",""Black 6 UK"",""Black 13.5 UK"",""Black 4 UK"",""Black 4.5 UK"",""Black 11 UK"",""Black 10.5 UK"",""Black 12 UK"",""Black 13 UK"",""Black 9 UK"",""Black 9.5 UK"",""Black 10 UK"",""Black 6.5 UK"",""Black 7 UK"",""Black 7.5 UK"",""Black 8 UK"",""Black 8.5 UK""]", Giày adidas ORIGINALS Nam Nite Jogger Màu Đen FV1277,3600000,1,5,4,2
0,60935657bbc03a7818a32858,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Những chiếc quần đùi chơi gôn này mang đến một phong cách hiện đại với dáng vẻ cổ điển trên sân. Được cắt vừa vặn, chúng có cấu trúc co giãn để bạn di chuyển tự do và dễ dàng khi bạn phân chia fairway một cách thoải mái. Thông tin chi tiết mang lại sự tinh tế cho các liên kết.

- Dáng ôm vừa vặn được cắt ôm sát cơ thể
- 53% nylon / 36% polyester / 11% elastane twill, tay trái (S)



- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/13a2a75ed0ceceda6218f63f915d177b_tn"",""https://cf.shopee.vn/file/d409b01e3ee529a1808759a77effb53a_tn"",""https://cf.shopee.vn/file/0df8af3e6eec3a95ed2523d0f5f4e803_tn"",""https://cf.shopee.vn/file/6758bd26a964002fd010255b748736d0_tn""]","[""Black A/S US"",""Black A/XS US"",""Black A2XL US"",""Black A/XL US"",""Black A/L US"",""Black A/M US""]", Quần đùi adidas GOLF Adipure Nữ Màu đen DW5321,1995000,7,5,5,2
0,60935657bbc03a7818a32859,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Phong cách thể thao kinh điển được thiết kế phù hợp cho thời tiết ấm áp. Bộ đồ dành cho trẻ em này có áo phông in logo Trefoil lớn và quần short họa tiết 3 Sọc cổ điển. Áo phông được may bằng vải jersey cotton và quần short bằng vải dệt kim đôi cho cảm giác mềm mại, mịn màng.

- Cổ tròn có gân
- Cộc tay
- Áo phông: vải jersey một mặt phải làm từ 100% cotton; Quần short: vải dệt kim đôi làm từ 67% cotton và 33% polyester
- Cảm giác mềm mại
- Áo phông: logo Trefoil lớn
- Quần short: dây rút luồn cạp chun
- Chúng tôi hợp tác với chương trình Better Cotton Initiative để cải thiện ngành trồng bông trên toàn cầu","[""https://cf.shopee.vn/file/90d20ed4625aef842d9170e072f08d8b_tn"",""https://cf.shopee.vn/file/b9c4c19182d912107da1235f2e284ce1_tn"",""https://cf.shopee.vn/file/5982e401979e455052e0662530072d08_tn"",""https://cf.shopee.vn/file/af026f58e080b4dcd22d82885cd2188c_tn"",""https://cf.shopee.vn/file/fe383f2c1bddaff418adf057ef93b886_tn""]","[""White L(7-8) US"",""White 122 US"",""White M(5-6) US"",""White S(4-5) US"",""White 4T US""]", Bộ áo quần adidas ORIGINALS Trefoil Unisex trẻ em trắng DW9709,1000000,21,5,5,2
0,60935657bbc03a7818a3285a,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Nổi bật trên sân tennis cùng chiếc váy ôm sát được thiết kế để thay đổi cuộc chơi. Váy được may bằng vải lưới thoáng khí giúp bạn luôn mát mẻ trong những loạt rally gay cấn nhất. Cấu trúc nhẹ giúp bạn thoải mái khi chạy trên sân, trong khi chất liệu vải co giãn linh hoạt theo từng bước di chuyển của bạn. Váy đi kèm với áo ngực và quần bó riêng biệt.

Luôn mát mẻ
Công nghệ Climacool giúp bạn luôn mát mẻ và khô ráo trong thời tiết nóng

Thiết kế hỗ trợ chuyển động
Chất liệu vải co giãn theo sát bạn trong mọi cú đánh bóng

Từng xuất hiện trên sân
Mẫu váy Garbiñe Muguruza và Kristina Mladenovic từng mặc

- Kiểu dáng ôm sát cơ thể
- Cổ tròn
- Đi kèm với áo ngực và quần bó riêng biệt.
- Váy: Vải lưới từ 85% polyester tái chế / 15% elastane; Áo ngực và quần bó: Vải jersey một mặt phải làm từ 82% polyester / 18% elastane
- Cảm giác nhẹ nhàng
- Xuất xứ thương hiệu Đức

- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/21fd0333a3124a2dd5b21e8cdcb69bee_tn"",""https://cf.shopee.vn/file/735582e9a66cf61064265b2887fafa9e_tn"",""https://cf.shopee.vn/file/f179f7248876ff1f0ba764f048428a90_tn"",""https://cf.shopee.vn/file/847adcd4d4bb9d039c7b30446ed92d7f_tn"",""https://cf.shopee.vn/file/c3cc1169c9561f204429217942144975_tn""]","[""Black L US"",""Black XS US"",""Black S US"",""Black 2XS US"",""Black M US"",""Black XL US""]", Váy Quần vợt adidas Escouade Nữ Màu đen DP0266,2200000,1,5,10,2
0,60935657bbc03a7818a3285b,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Luôn ấm áp khi chạy bộ mỗi sớm mai mát lạnh. Vẫn thoáng mát đến tận cuối buổi chạy. Chiếc quần bó chạy bộ adidas này làm từ chất liệu thấm hút ẩm giúp bạn luôn khô ráo và tự tin. Cạp chun có dây rút giúp cố định quần khi bạn chạy nhanh qua ngã tư đường.

- Cạp chun có dây rút
- Vải dệt kim đôi làm từ 55% polyester tái chế, 28% polyester, 17% elastane
- Công nghệ AEROREADY thấm hút ẩm
- Quần bó chạy bộ dáng dài
- Túi khóa kéo chống thấm mồ hôi
- Phản quang 360 độ
- Mẫu quần bó này làm từ polyester tái chế để tiết kiệm tài nguyên và giảm thải ra môi trường
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/1e85ec21a6aac7dea2e57c74f160ecf4_tn"",""https://cf.shopee.vn/file/caee3a23392ba1c21bac0c12ceb9278f_tn"",""https://cf.shopee.vn/file/9c1b69a1ad7044b5f08f7365648dd870_tn"",""https://cf.shopee.vn/file/f9a7af9c69563529c6cc687575b3a75f_tn"",""https://cf.shopee.vn/file/aa62b1ec2d453727030639f96cfaacbc_tn""]","[""Black 2XS US"",""Black XS US"",""Black S US"",""Black M US"",""Black L US"",""Black XL US""]", Quần bó adidas RUNNING 7/8 Run It 3 Sọc Nữ Màu đen ED9305,1200000,1,5,4,2
0,60935657bbc03a7818a3285c,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Hãy để quá khứ dẫn bước bạn tới tương lai. Rồi từ đó tiên phong đi đầu. Đôi giày NMD_R1 này tôn vinh bề dày lịch sử cải tiến công nghệ chạy bộ của adidas, và lấy cảm hứng từ đôi NMD nguyên bản lần đầu tiên xuất hiện trên đường phố. 

Thanh thoát, đa năng và đậm chất tương lai, đôi giày này có vẻ ngoài gọn gàng và kinh điển với thân giày bằng vải dệt kim mượt mà cùng đế giữa Boost thoải mái vượt trội. Để bạn luôn sẵn sàng từ sáng sớm đến tối muộn. Thêm vào đó, miếng hỗ trợ đế giữa ánh kim mang hơi hướng thời đại không gian.

- Có dây buộc
- Thân giày bằng vải dệt kim
- Cảm giác ôm sát
- Lớp lót bằng vải dệt
- Đế giữa Boost
- not found
- not found
- not found","[""https://cf.shopee.vn/file/2ee303f220b385f1b6f76694583fe52f_tn"",""https://cf.shopee.vn/file/5b74623ac83f1a571030522a64c3aabb_tn"",""https://cf.shopee.vn/file/e00ae7dcfa579d28a1fe26242cc635f6_tn"",""https://cf.shopee.vn/file/19f33cbcc299556b1ccc393a20c65d4c_tn"",""https://cf.shopee.vn/file/b68e970ef6747d993ac44fe73e45ded5_tn""]","[""silver 3 UK"",""silver 3.5 UK"",""silver 4 UK"",""silver 4.5 UK"",""silver 5 UK"",""silver 5.5 UK"",""silver 6 UK"",""silver 6.5 UK"",""silver 7 UK"",""silver 7.5 UK"",""silver 8 UK"",""silver 8.5 UK"",""silver 9 UK"",""silver 9.5 UK"",""silver 10 UK"",""silver 10.5 UK"",""silver 11 UK"",""silver 11.5 UK"",""silver 12 UK"",""silver 12.5 UK"",""silver 13 UK"",""silver 13.5 UK"",""silver 14 UK"",""silver 14.5 UK"",""silver 15 UK"",""silver 16 UK"",""silver 17 UK"",""silver 18 UK"",""silver 19 UK""]", Giày adidas ORIGINALS Nam Nmd R1 FY5730,3400000,8,5,2,2
0,60935657bbc03a7818a3285d,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Di chuyển trong và ngoài nước một cách dễ dàng đổ bộ. Những adidas slip-on giày nước có độ bám và chân-ôm thoải mái cho lực kéo tự tin. Nhanh để ráo nước và nhanh chóng để khô, chúng cho phép bạn di chuyển giữa các yếu tố mà không mất một nhịp.

- Slip-on
- Nhanh khô nylon lưới trên
- Thở, HEAT.RDY máy làm mát
- Giày dép cho thoát nước
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/731c41ecf2c4b4c6e2d7bf680e06fee7_tn"",""https://cf.shopee.vn/file/7bf40721da351e6c39f4339b8bac1f08_tn"",""https://cf.shopee.vn/file/0c73f75fc9d53faad402530e03bccaef_tn"",""https://cf.shopee.vn/file/a64f5e49759a2a1ca6236408d085dbc4_tn"",""https://cf.shopee.vn/file/8945271a498e38d34698aacc7265fc7e_tn""]","[""Black 3 UK"",""Black 4 UK"",""Black 5 UK"",""Black 6 UK"",""Black 7 UK"",""Black 8 UK"",""Black 9 UK"",""Black 10 UK"",""Black 11 UK"",""Black 12 UK"",""Black 13 UK"",""Black 14 UK""]", Giày adidas HIKING Terrex Jawpaw Slip-On HEAT.RDY Unisex Màu đen FY1772,1500000,3,5,6,2
0,60935657bbc03a7818a3285e,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
You've always stood out from the crowd, why stop now? Merging good streetwear looks with top-tier adidas technology, these NMD_R1 Shoes keep you moving in cushioned comfort and streamlined style. Get noticed every time you lace up in these sleek knit sneakers.

- Lace closure
- Knit textile upper
- Snug sneakers
- Boost midsole
- Rubber outsole
- TEXTILE/SYNTHETICS
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/07328f436f98cdf5e9ff83b9ab232350_tn"",""https://cf.shopee.vn/file/a2ceb4f0331c6f78263f248f6e9307d0_tn"",""https://cf.shopee.vn/file/e1f059772a4e680c5f8889efdc26969b_tn"",""https://cf.shopee.vn/file/b1c8157e7fb65dbd24259ce8997de11a_tn"",""https://cf.shopee.vn/file/5ba381754c5a5ba6b44a92ee484683d9_tn""]","[""White 9.5 UK"",""White 9 UK"",""White 7 UK"",""White 4.5 UK"",""White 3.5 UK"",""White 3 UK"",""White 7.5 UK"",""White 6 UK"",""White 5.5 UK"",""White 5 UK"",""White 8.5 UK"",""White 8 UK"",""White 6.5 UK"",""White 4 UK""]", Giày adidas ORIGINALS Nữ Nmd R1 Màu Trắng FZ1018,3400000,22,5,11,2
0,60935657bbc03a7818a3285f,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Đôi giày chạy đa năng này được thiết kế để bạn luôn thoải mái bất kể chạy bao xa. Thân giày ôm lấy bàn chân nhằm tạo độ ép nâng đỡ cùng đế ngoài linh hoạt, có khả năng thích nghi với kiểu tiếp đất của riêng chân bạn.

Chuyển hồi năng lượng
Boost là lớp đệm có độ bật nảy tốt từ trước đến nay của adidas: Càng dùng nhiều sức, bạn càng nhận nhiều năng lượng

Nâng đỡ chính xác 
Công nghệ Tailored Fibre Placement gia cường chắc chắn trong từng sợi vải giúp nâng đỡ có định hướng phần giữa bàn chân

Độ ổn định trải từ gót đến mũi chân
Hệ thống Solar Propulsion Rail giúp định hướng và tạo lực đẩy cho chân; Hệ thống Torsion System giữa gót và phần bàn chân trước giúp bạn ổn định bước chạy

- Buộc dây
- Thân giày bằng vải; Lưới co giãn ở phần thân trước
- Đế ngoài Stretchweb linh hoạt; Đế ngoài bằng cao su Continental™ cho độ ma sát tuyệt vời trên cả mặt đường khô và ướt
- Đế giữa công nghệ Boost có độ bật nảy
- Kiểu dáng ôm chân như một chiếc tất
- Trọng lượng: 305 g (cỡ Anh 8,5)
- Chênh lệch độ cao đế giữa: 10 mm (gót giày: 32 mm / mũi giày: 22 mm); Kiểu vòm bàn chân: Bình thường


- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/a52d4d25f939360eadc98424eda66f35_tn"",""https://cf.shopee.vn/file/e0dd7bd3f96eef63c1543fc155190fd4_tn"",""https://cf.shopee.vn/file/cc3187149d0d05ec2ae33aced23aed97_tn"",""https://cf.shopee.vn/file/80b4aa926e507f63dc37786aa72c5c03_tn"",""https://cf.shopee.vn/file/59b8e4ccee202a676efb330b4b87461a_tn""]","[""Pink 6 UK"",""Pink 11.5 UK"",""Pink 12 UK"",""Pink 12.5 UK"",""Pink 7.5 UK"",""Pink 8 UK"",""Pink 10 UK"",""Pink 10.5 UK"",""Pink 11 UK"",""Pink 7 UK"",""Pink 8.5 UK"",""Pink 9 UK"",""Pink 6.5 UK"",""Pink 9.5 UK"",""Pink 13.5 UK"",""Pink 14.5 UK""]", Giày adidas RUNNING Solar Boost Nam Màu hồng D97434,3800000,2,5,6,2
0,60935657bbc03a7818a32860,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Đôi giày chạy bộ này kết hợp giữa sự thoải mái và công nghệ hiệu suất cao, mang đến cảm giác tuyệt vời khi chạy. Thân giày làm bằng vải dệt kim có độ giãn nhẹ, co giãn theo chuyển động của bàn chân khi chạy. Lớp đệm đế giữa có độ bật nảy cao kết hợp đế ngoài mềm dẻo cho bước chạy êm ái và đầy năng lượng.

Loại giày chạy bộ
Đôi giày chạy ổn định cho cảm giác tuyệt vời khi chạy

Nhẹ nhàng thoải mái
Thân giày bằng vải dệt adidas Primeknit siêu nhẹ và dễ chịu, đồng thời ôm lấy và nâng đỡ chân bằng cách co giãn theo chuyển động của bàn chân khi chạy.

Có đệm trợ lực
Boost là lớp đệm có độ bật nảy tốt từ trước đến nay của adidas: Càng dùng nhiều sức, bạn càng nhận nhiều năng lượng

Chuyển động tự nhiên
Miếng trợ gót dạng đúc công nghệ Fitcounter ôm tự nhiên giúp tối ưu chuyển động của gót chân

Độ bám đáng tin cậy
Đế ngoài Stretchweb co giãn tự nhiên cho bước chạy đầy sức mạnh, cùng chất liệu cao su Continental™ cho bạn độ bám tối ưu

- Buộc dây
- Thân giày bằng vải dệt adidas Primeknit
- Đế ngoài Stretchweb linh hoạt; Đế ngoài bằng cao su Continental™ cho độ ma sát tuyệt vời trên cả mặt đường khô và ướt
- Đế giữa công nghệ Boost có độ bật nảy
- Nhẹ và nâng đỡ tốt
- Trọng lượng: 310 g (cỡ Anh 8,5)
- Chênh lệch độ cao đế giữa: 10 mm (gót giày: 29 mm, mũi giày: 19 mm)
- Phù hợp với: Những buổi dạy dài trong thành phố; Kiểu vòm bàn chân: Bình thường; Hệ thống ổn định Torsion System; Khung nâng đỡ giữa chân; Miếng trợ gót Fitcounter ôm vừa vặn mà không giới hạn chuyển động


- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/056fc89bfeb5d77e9c447056e434b4a1_tn"",""https://cf.shopee.vn/file/995767928a0b57e9530b48b212fd03ff_tn"",""https://cf.shopee.vn/file/d2bfd7642438160a3b8d34c5cfa6ffa6_tn"",""https://cf.shopee.vn/file/8bb3506c2baff20812f3d2e65c5dc976_tn"",""https://cf.shopee.vn/file/cbbeb198f46a534fdda59379b78cb91f_tn""]","[""Black 4 UK"",""Black 5 UK"",""Black 5.5 UK"",""Black 8 UK"",""Black 3.5 UK"",""Black 4.5 UK"",""Black 8.5 UK"",""Black 9.5 UK"",""Black 11 UK"",""Black 13.5 UK"",""Black 16 UK"",""Black 17 UK"",""Black 10.5 UK"",""Black 12 UK"",""Black 6 UK"",""Black 6.5 UK"",""Black 7 UK"",""Black 7.5 UK"",""Black 9 UK"",""Black 10 UK"",""Black 11.5 UK"",""Black 12.5 UK"",""Black 14.5 UK"",""Black 15 UK""]", Giày adidas RUNNING UltraBoost Nam Màu đen BB6166,4200000,0,5,4,2
0,60935657bbc03a7818a32861,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Mỗi ngày mới. Mỗi buổi chạy mới. Hãy tận dụng tối đa. Đôi giày hiệu năng cao này có thân giày bằng vải dệt kim ôm chân. Các đường may trong trợ lực được bố trí chuẩn xác để tạo độ nâng đỡ ở đúng những vị trí cần thiết. Gót giày làm từ chất liệu elastane mềm mại cho độ ôm thoải mái hơn. Lớp đệm đàn hồi hoàn trả năng lượng cho từng sải bước tạo cảm giác như có thể chạy mãi mãi.

- Có dây buộc
- Thân giày bằng vải dệt công nghệ adidas Primeknit+
- Thiết kế ôm chân cố định với công nghệ Tailored Fibre Placement
- Giày chạy hiệu năng cao
- Đế giữa công nghệ Boost đàn hồi
- not found
- not found
- not found
- Vừa vặn như một đôi tất
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/c77569629301b97a8c8f0bc6b5bf1891_tn"",""https://cf.shopee.vn/file/b1f2d0c13666bee9e0e955dc835880ac_tn"",""https://cf.shopee.vn/file/3e123abf5644c58d5daab64f798b05d2_tn"",""https://cf.shopee.vn/file/b014dde9eff3838c70fc33f9d46f2290_tn"",""https://cf.shopee.vn/file/2b82e4d588d076c317b762f88d6fbde9_tn""]","[""White 14.5 UK"",""White 8 UK"",""White 10 UK"",""White 15 UK"",""White 9 UK"",""White 6 UK"",""White 12.5 UK"",""White 4.5 UK"",""White 7 UK"",""White 7.5 UK"",""White 8.5 UK"",""White 10.5 UK"",""White 5 UK"",""White 6.5 UK"",""White 11 UK"",""White 12 UK"",""White 14 UK"",""White 16 UK"",""White 3 UK"",""White 4 UK"",""White 5.5 UK"",""White 11.5 UK"",""White 13 UK"",""White 9.5 UK"",""White 3.5 UK"",""White 13.5 UK"",""White 17 UK""]", Giày adidas RUNNING Nam Ultraboost 20 Màu Trắng EF1042,5000000,171,5,5,2
0,60935657bbc03a7818a32862,"Quý khách vui lòng nhắn tin cho shop trong vòng 1 ngày sau khi nhận được hàng để được hỗ trợ trong trường hợp cần xuất hóa đơn đỏ (VAT) cho sản phẩm đã mua tại Shopee.
Quá thời gian nhận được hàng đã nêu, shop xin được phép không hỗ trợ dù trong bất kỳ trường hợp nào.
Walk the fairway thoải mái. Các nhẹ build vỏ mềm của chiếc áo khoác này cung cấp một loạt hạn chế về chuyển động cho lái xe trơn tru và đưa vào một loạt các điều kiện thời tiết. Nó có tính năng một kết thúc không thấm nước để giữ cho bạn khô và về khóa học trong mưa nhỏ.

- phù hợp thường xuyên rộng tại cơ quan, với một hình bóng thẳng
- cổ áo đứng lên
- áo dài tay với còng gân
- 93% tái chế polyester / 7% elastan Dobby
- vải chải
- 93% rec polyester/7% Elasthane
- Không Bảo Hành
- Xuất Xứ Thương Hiệu: Đức","[""https://cf.shopee.vn/file/026e0dae821ee1ef1015bfa2cdded410_tn"",""https://cf.shopee.vn/file/3646cdc686eb681284783cc4aeac0948_tn"",""https://cf.shopee.vn/file/d8b9b3b30681ab19280640b3e0e51d6e_tn"",""https://cf.shopee.vn/file/e4594614160b872b387e7a9c8731188c_tn"",""https://cf.shopee.vn/file/0efa41138da6ed03d83c956f09c06873_tn""]","[""Grey A/XS US"",""Grey A/4XL US"",""Grey XS US"",""Grey L US"",""Grey XL US"",""Grey M US"",""Grey A/M US"",""Grey A/XL US"",""Grey A/3XL US"",""Grey S US"",""Grey 2XL US"",""Grey A/2XL US"",""Grey A/S US"",""Grey A/L US""]", Áo Khoác adidas GOLF Nam Mềm Màu Xám DZ8561,2395000,33,5,5,2
